epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
2.1386,2.1386,1.9295,50.1665,"Full Formula (Y2 Br2 O2)
Reduced Formula: YBrO
abc   :   3.832978   3.832978  25.642212
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Br     0.5  -0    0.219141  [0.0, 0.0, 0.0]
  1  Br    -0     0.5  0.000895  [0.0, 0.0, 0.0]
  2  O      0    -0    0.110018  [0.0, 0.0, 0.0]
  3  O      0.5   0.5  0.110018  [0.0, 0.0, 0.0]
  4  Y      0     0.5  0.15457   [0.0, 0.0, 0.0]
  5  Y      0.5  -0    0.065467  [0.0, 0.0, 0.0]",-3.087,"Full Formula (Y2 Br2 O2)
Reduced Formula: YBrO
abc   :   3.868339   3.868339  25.642212
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Br    0.5  0    0.220036
  1  Br    0    0.5  0
  2  O     0    0    0.110018
  3  O     0.5  0.5  0.110018
  4  Y     0    0.5  0.15441
  5  Y     0.5  0    0.065627",JVASP-60579,5.4948,1.9608,1.9609,1.7805,mp-768906,4.8031,Br2 O2 Y2
14.076,14.076,1.8447,43.058,"Full Formula (Fe1 C2 O6)
Reduced Formula: Fe(CO3)2
abc   :   4.577217   4.577218  22.326582
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (9)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Fe    0.333333   0.666667  0.5       [0.0, 0.0, 0.0]
  1  C     0         -0         0.547356  [0.0, 0.0, 0.0]
  2  C     0.666667   0.333333  0.452643  [0.0, 0.0, 0.0]
  3  O     0.702574   0.966209  0.548339  [0.0, 0.0, 0.0]
  4  O     0.403033   0.035908  0.451661  [0.0, 0.0, 0.0]
  5  O     0.632875   0.596967  0.451661  [0.0, 0.0, 0.0]
  6  O     0.033791   0.736367  0.548339  [0.0, 0.0, 0.0]
  7  O     0.263633   0.297426  0.548339  [0.0, 0.0, 0.0]
  8  O     0.964092   0.367125  0.451661  [0.0, 0.0, 0.0]",-1.179,"Full Formula (Fe1 C2 O6)
Reduced Formula: Fe(CO3)2
abc   :   4.777594   4.777594  22.326582
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.333333  0.666667  0.5
  1  C     0         0         0.551723
  2  C     0.666667  0.333333  0.448276
  3  O     0.714483  0.964042  0.552103
  4  O     0.417108  0.047817  0.447897
  5  O     0.630708  0.582892  0.447897
  6  O     0.035958  0.750442  0.552103
  7  O     0.249558  0.285517  0.552103
  8  O     0.952183  0.369292  0.447897",JVASP-28223,,,,,mp-769642,1.6499,Fe1 C2 O6
2.0048,2.0047,1.9546,33.76083333,"Full Formula (Tm2 Cl2 O2)
Reduced Formula: TmClO
abc   :   3.724139   3.724058  26.277566
angles:  90.000000  90.000000 120.004194
pbc   :       True       True       True
Sites (6)
  #  SP            a          b          c  velocities
---  ----  ---------  ---------  ---------  ---------------
  0  Cl     1e-06      1e-06     -0.000194  [0.0, 0.0, 0.0]
  1  Cl    -1e-06     -1e-06      0.761312  [0.0, 0.0, 0.0]
  2  O      0.666672   0.333346   0.848691  [0.0, 0.0, 0.0]
  3  O      0.333328   0.666654   0.912405  [0.0, 0.0, 0.0]
  4  Tm     0.666679   0.333359   0.934213  [0.0, 0.0, 0.0]
  5  Tm     0.333321   0.666641   0.82689   [0.0, 0.0, 0.0]",-3.305,"Full Formula (Tm2 Cl2 O2)
Reduced Formula: TmClO
abc   :   3.755542   3.755541  26.277566
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0         0         0
  1  Cl    0         0         0.761105
  2  O     0.666666  0.333332  0.848495
  3  O     0.333334  0.666668  0.91261
  4  Tm    0.666666  0.333332  0.934324
  5  Tm    0.333334  0.666668  0.826782",JVASP-60585,5.2781,1.8972,1.8986,1.8652,mp-772295,4.6656,Cl2 O2 Tm2
2.489,2.489,2.1178,34.5908,"Full Formula (Ti2 Ge2 O6)
Reduced Formula: TiGeO3
abc   :   5.025952   5.025952  24.121626
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ti    0.666667  0.333333  0.504386  [0.0, 0.0, 0.0]
  1  Ti    0         0         0.495614  [0.0, 0.0, 0.0]
  2  Ge    0.333333  0.666667  0.58559   [0.0, 0.0, 0.0]
  3  Ge    0.333333  0.666667  0.41441   [0.0, 0.0, 0.0]
  4  O     0.992356  0.667766  0.544439  [0.0, 0.0, 0.0]
  5  O     0.675412  0.007644  0.544439  [0.0, 0.0, 0.0]
  6  O     0.332234  0.324588  0.544439  [0.0, 0.0, 0.0]
  7  O     0.334433  0.008745  0.455561  [0.0, 0.0, 0.0]
  8  O     0.991255  0.325689  0.455561  [0.0, 0.0, 0.0]
  9  O     0.674311  0.665567  0.455561  [0.0, 0.0, 0.0]",-2.413,"Full Formula (Ti2 Ge2 O6)
Reduced Formula: TiGeO3
abc   :   5.045017   5.045017  24.121626
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.666667  0.333333  0.503321
  1  Ti    0         0         0.496679
  2  Ge    0.333333  0.666667  0.585434
  3  Ge    0.333333  0.666667  0.414566
  4  O     0.990341  0.666282  0.544719
  5  O     0.675942  0.009659  0.544719
  6  O     0.333718  0.324058  0.544719
  7  O     0.332949  0.009275  0.455281
  8  O     0.990725  0.323674  0.455281
  9  O     0.676326  0.667051  0.455281",JVASP-28250,1.9108,2.3437,2.3445,2.0002,mp-780260,1.8842,Ti2 Ge2 O6
15.7539,15.7604,2.193,62.87266667,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.816735   2.816824  21.895317
angles:  88.455558  89.319042  60.001072
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.009229  0.951619  0.043114  [0.0, 0.0, 0.0]
  1  O     0.341844  0.294252  0.000408  [0.0, 0.0, 0.0]
  2  O     0.676611  0.608981  0.085811  [0.0, 0.0, 0.0]",-0.925,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.827183   2.836159  21.895317
angles:  88.466089  89.321559  60.148206
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co    0.00934   0.951316  0.043099
  1  O     0.343136  0.27761   0
  2  O     0.675208  0.625926  0.086234",JVASP-60599,,,,,mp-849598,1.4102,Co1 O2
1.6353,1.6372,1.5761,38.1091875,"Full Formula (Ga2 H2 O4)
Reduced Formula: GaHO2
abc   :   3.040352   3.823280  25.152066
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a          b         c  velocities
---  ----  ---  ---------  --------  ---------------
  0  Ga    0.5   0.26343   0.463435  [0.0, 0.0, 0.0]
  1  Ga    0     0.76343   0.536565  [0.0, 0.0, 0.0]
  2  H     0     0.480015  0.391184  [0.0, 0.0, 0.0]
  3  H     0.5  -0.019985  0.608816  [0.0, 0.0, 0.0]
  4  O     0     0.263605  0.411909  [0.0, 0.0, 0.0]
  5  O     0     0.265933  0.519951  [0.0, 0.0, 0.0]
  6  O     0.5   0.765933  0.480049  [0.0, 0.0, 0.0]
  7  O     0.5   0.763605  0.588091  [0.0, 0.0, 0.0]",-1.544,"Full Formula (Ga2 H2 O4)
Reduced Formula: GaHO2
abc   :   3.054940   3.821705  25.152066
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Ga    0.5  0.248068  0.463304
  1  Ga    0    0.748068  0.536696
  2  H     0    0.506278  0.397582
  3  H     0.5  0.006278  0.602418
  4  O     0    0.268282  0.411957
  5  O     0    0.250354  0.520095
  6  O     0.5  0.750354  0.479905
  7  O     0.5  0.768282  0.588043",JVASP-28262,3.9218,1.58,1.5755,1.5188,mp-867675,3.2496,Ga2 H2 O4
3.3569,3.6496,2.3821,173.80375,"Full Formula (Bi4 S8)
Reduced Formula: BiS2
abc   :  14.969232   4.084716  23.025916
angles:  90.000000  95.965780  90.000000
pbc   :       True       True       True
Sites (12)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Bi    0.639837   0    0.479213  [0.0, 0.0, 0.0]
  1  Bi    0.860163   0.5  0.520787  [0.0, 0.0, 0.0]
  2  Bi    0.360163   0    0.520787  [0.0, 0.0, 0.0]
  3  Bi    0.139837   0.5  0.479213  [0.0, 0.0, 0.0]
  4  S     0.760968  -0    0.568599  [0.0, 0.0, 0.0]
  5  S     0.739032   0.5  0.431401  [0.0, 0.0, 0.0]
  6  S     0.547016   0.5  0.537724  [0.0, 0.0, 0.0]
  7  S     0.452984   0.5  0.462276  [0.0, 0.0, 0.0]
  8  S     0.952984   0    0.462276  [0.0, 0.0, 0.0]
  9  S     0.260968   0.5  0.568599  [0.0, 0.0, 0.0]
 10  S     0.239032   0    0.431401  [0.0, 0.0, 0.0]
 11  S     0.047016  -0    0.537724  [0.0, 0.0, 0.0]",-0.193,"Full Formula (Bi4 S8)
Reduced Formula: BiS2
abc   :  15.951235   4.082372  23.025916
angles:  90.000000  95.597297  90.000000
pbc   :       True       True       True
Sites (12)
  #  SP           a    b         c
---  ----  --------  ---  --------
  0  Bi    0.651276  0    0.459486
  1  Bi    0.848724  0.5  0.540514
  2  Bi    0.348724  0    0.540514
  3  Bi    0.151276  0.5  0.459486
  4  S     0.736023  0    0.563626
  5  S     0.763977  0.5  0.436374
  6  S     0.560962  0.5  0.52039
  7  S     0.439038  0.5  0.47961
  8  S     0.939038  0    0.47961
  9  S     0.236023  0.5  0.563626
 10  S     0.263977  0    0.436374
 11  S     0.060962  0    0.52039",JVASP-28270,1.748,2.7822,3.1154,2.0287,mp-971673,1.4482,Bi4 S8
2.5019,2.5019,2.1827,47.00216667,"Full Formula (Lu2 I2 O2)
Reduced Formula: LuIO
abc   :   3.838156   3.838156  25.963298
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  I      0     0.5  0.076782  [0.0, 0.0, 0.0]
  1  I      0.5   0    0.304304  [0.0, 0.0, 0.0]
  2  Lu     0     0.5  0.231261  [0.0, 0.0, 0.0]
  3  Lu     0.5  -0    0.149825  [0.0, 0.0, 0.0]
  4  O      0.5   0.5  0.190543  [0.0, 0.0, 0.0]
  5  O     -0    -0    0.190543  [0.0, 0.0, 0.0]",-2.86,"Full Formula (Lu2 I2 O2)
Reduced Formula: LuIO
abc   :   3.860167   3.860167  25.963298
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  I     0    0.5  0.075702
  1  I     0.5  0    0.305384
  2  Lu    0    0.5  0.231149
  3  Lu    0.5  0    0.149937
  4  O     0.5  0.5  0.190543
  5  O     0    0    0.190543",JVASP-60609,3.915,2.3194,2.3194,2.0469,mp-973585,1.9654,I2 Lu2 O2
2.1456,2.1456,1.9268,46.78016667,"Full Formula (Lu2 Br2 O2)
Reduced Formula: LuBrO
abc   :   3.734239   3.734239  25.518759
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a     b          c  velocities
---  ----  ---  ----  ---------  ---------------
  0  Br    0     0.5  -7.4e-05   [0.0, 0.0, 0.0]
  1  Br    0.5   0     0.216337  [0.0, 0.0, 0.0]
  2  Lu    0.5  -0     0.064927  [0.0, 0.0, 0.0]
  3  Lu    0     0.5   0.151336  [0.0, 0.0, 0.0]
  4  O     0.5   0.5   0.108131  [0.0, 0.0, 0.0]
  5  O     0     0     0.108131  [0.0, 0.0, 0.0]",-3.086,"Full Formula (Lu2 Br2 O2)
Reduced Formula: LuBrO
abc   :   3.750091   3.750091  25.518759
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Br    0    0.5  0
  1  Br    0.5  0    0.216263
  2  Lu    0.5  0    0.064921
  3  Lu    0    0.5  0.151342
  4  O     0.5  0.5  0.108131
  5  O     0    0    0.108131",JVASP-60610,,,,,mp-973981,4.5924,Br2 Lu2 O2
1.514,1.514,1.0927,44.02754545,"Full Formula (B2 C3 N6)
Reduced Formula: B2(CN2)3
abc   :   8.470305   8.470304  20.516403
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (11)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  B      0.333333   0.666667  0.500017  [0.0, 0.0, 0.0]
  1  B     -0         -0         0.499983  [0.0, 0.0, 0.0]
  2  C      0.241449   0.333333  0.5       [0.0, 0.0, 0.0]
  3  C      0.666667   0.908116  0.5       [0.0, 0.0, 0.0]
  4  C      0.091884   0.758551  0.5       [0.0, 0.0, 0.0]
  5  N      0.334649   0.498434  0.500021  [0.0, 0.0, 0.0]
  6  N      0.501566   0.836216  0.500021  [0.0, 0.0, 0.0]
  7  N      0.163784   0.665351  0.500021  [0.0, 0.0, 0.0]
  8  N      0.169549   0.168233  0.499979  [0.0, 0.0, 0.0]
  9  N     -0.001316   0.830451  0.499979  [0.0, 0.0, 0.0]
 10  N      0.831767   0.001316  0.499979  [0.0, 0.0, 0.0]",-0.101,"Full Formula (B2 C3 N6)
Reduced Formula: B2(CN2)3
abc   :   8.130179   8.130178  20.516403
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.333333  0.666667  0.512585
  1  B     0         0         0.487415
  2  C     0.258237  0.333333  0.5
  3  C     0.666667  0.924904  0.5
  4  C     0.075096  0.741763  0.5
  5  N     0.354972  0.502229  0.51239
  6  N     0.497771  0.852744  0.51239
  7  N     0.147256  0.645028  0.51239
  8  N     0.186077  0.164438  0.48761
  9  N     0.978361  0.813923  0.48761
 10  N     0.835562  0.021639  0.48761",JVASP-28277,2.0504,1.6934,1.6932,1.1002,mp-989460,2.526,B2 C3 N6
2.2985,2.5545,2.0594,107.7915,"Full Formula (Ag2 Bi2 O4)
Reduced Formula: AgBiO2
abc   :   6.700300   3.521826  23.918971
angles:  90.000000  95.900053  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Ag    0.42295   0.75  0.452693  [0.0, 0.0, 0.0]
  1  Ag    0.57705   0.25  0.547307  [0.0, 0.0, 0.0]
  2  Bi    0.909295  0.25  0.434075  [0.0, 0.0, 0.0]
  3  Bi    0.090705  0.75  0.565925  [0.0, 0.0, 0.0]
  4  O     0.701225  0.75  0.423101  [0.0, 0.0, 0.0]
  5  O     0.133067  0.75  0.477048  [0.0, 0.0, 0.0]
  6  O     0.298775  0.25  0.576899  [0.0, 0.0, 0.0]
  7  O     0.866933  0.25  0.522952  [0.0, 0.0, 0.0]",-0.803,"Full Formula (Ag2 Bi2 O4)
Reduced Formula: AgBiO2
abc   :   6.720941   3.603070  23.918971
angles:  90.000000  95.881869  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Ag    0.42844   0.75  0.452476
  1  Ag    0.57156   0.25  0.547524
  2  Bi    0.91698   0.25  0.4339
  3  Bi    0.08302   0.75  0.5661
  4  O     0.70671   0.75  0.420291
  5  O     0.137585  0.75  0.477045
  6  O     0.29329   0.25  0.579709
  7  O     0.862415  0.25  0.522955",JVASP-28280,2.4596,2.0944,2.2991,1.8856,mp-996969,2.0585,Ag2 Bi2 O4
2.2998,2.3222,2.1575,85.57628333,"Full Formula (Ca1 Pb1 I4)
Reduced Formula: CaPbI4
abc   :   4.512732   7.897587  23.662185
angles:  89.995894  89.687513  89.998237
pbc   :       True       True       True
Sites (6)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Ca     0.498534  0.502201  0.077845  [0.0, 0.0, 0.0]
  1  Pb    -0.00131   0.002205  0.077866  [0.0, 0.0, 0.0]
  2  I      0.496323  0.181237  0.156257  [0.0, 0.0, 0.0]
  3  I      0.996359  0.660207  0.153746  [0.0, 0.0, 0.0]
  4  I      0.500826  0.823169  0.999449  [0.0, 0.0, 0.0]
  5  I      0.000735  0.344167  0.001939  [0.0, 0.0, 0.0]",-1.103,"Full Formula (Ca1 Pb1 I4)
Reduced Formula: CaPbI4
abc   :   4.496198   7.867096  23.662185
angles:  89.995878  89.686364  89.972628
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.497346  0.502408  0.078419
  1  Pb    0.000752  0.001746  0.077211
  2  I     0.497632  0.179495  0.156528
  3  I     0.995481  0.661914  0.154657
  4  I     0.501038  0.822132  0.998583
  5  I     0.999218  0.345491  0.001705",JVASP-60552,3.4295,2.2078,2.2161,2.0433,mp-753670,2.217,Ca1 Pb1 I4
20.598,7.496,7.0087,71.99128571,"Full Formula (Pr6 Os2 I6)
Reduced Formula: Pr3OsI3
abc   :   4.345200   9.221416  29.727439
angles:  93.155206  90.000000  90.000000
pbc   :       True       True       True
Sites (14)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Pr    0.75  0.883594  0.022661  [0.0, 0.0, 0.0]
  1  Pr    0.25  0.099065  0.115308  [0.0, 0.0, 0.0]
  2  Pr    0.25  0.686808  0.113482  [0.0, 0.0, 0.0]
  3  Pr    0.75  0.900935  0.211913  [0.0, 0.0, 0.0]
  4  Pr    0.75  0.313192  0.213739  [0.0, 0.0, 0.0]
  5  Pr    0.25  0.116406  0.30456   [0.0, 0.0, 0.0]
  6  Os    0.75  0.88923   0.112717  [0.0, 0.0, 0.0]
  7  Os    0.25  0.11077   0.214503  [0.0, 0.0, 0.0]
  8  I     0.75  0.395028  0.105629  [0.0, 0.0, 0.0]
  9  I     0.25  0.604972  0.221592  [0.0, 0.0, 0.0]
 10  I     0.25  0.627626  0.002559  [0.0, 0.0, 0.0]
 11  I     0.25  0.130774  0.00054   [0.0, 0.0, 0.0]
 12  I     0.75  0.869226  0.326681  [0.0, 0.0, 0.0]
 13  I     0.75  0.372374  0.324662  [0.0, 0.0, 0.0]",-0.954,"Full Formula (Pr6 Os2 I6)
Reduced Formula: Pr3OsI3
abc   :   4.352590   9.237922  29.727439
angles:  93.149562  90.000000  90.000000
pbc   :       True       True       True
Sites (14)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Pr    0.75  0.885671  0.022497
  1  Pr    0.25  0.099179  0.115649
  2  Pr    0.25  0.686798  0.112734
  3  Pr    0.75  0.900821  0.211572
  4  Pr    0.75  0.313202  0.214487
  5  Pr    0.25  0.114329  0.304724
  6  Os    0.75  0.88939   0.112644
  7  Os    0.25  0.11061   0.214576
  8  I     0.75  0.395499  0.106458
  9  I     0.25  0.604501  0.220763
 10  I     0.25  0.631746  0.001889
 11  I     0.25  0.131336  0.000336
 12  I     0.75  0.868664  0.326885
 13  I     0.75  0.368254  0.325332",JVASP-60473,0.0217,18.8046,6.9437,6.5114,mp-570779,0.0042,Pr6 Os2 I6
,,,57.21670833,"Full Formula (B4 Cl8)
Reduced Formula: BCl2
abc   :   6.237972   7.549317  28.779838
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  B     0.615355  0.944143  0.215901  [0.0, 0.0, 0.0]
  1  B     0.884645  0.444143  0.215901  [0.0, 0.0, 0.0]
  2  B     0.115355  0.555857  0.228154  [0.0, 0.0, 0.0]
  3  B     0.384645  0.055857  0.228154  [0.0, 0.0, 0.0]
  4  Cl    0.767619  0.452011  0.160948  [0.0, 0.0, 0.0]
  5  Cl    0.732381  0.952011  0.160948  [0.0, 0.0, 0.0]
  6  Cl    0.257784  0.181354  0.184547  [0.0, 0.0, 0.0]
  7  Cl    0.242216  0.681354  0.184547  [0.0, 0.0, 0.0]
  8  Cl    0.757784  0.318646  0.259508  [0.0, 0.0, 0.0]
  9  Cl    0.742216  0.818646  0.259508  [0.0, 0.0, 0.0]
 10  Cl    0.232381  0.547989  0.283108  [0.0, 0.0, 0.0]
 11  Cl    0.267619  0.047989  0.283108  [0.0, 0.0, 0.0]",-0.701,"Full Formula (B4 Cl8)
Reduced Formula: BCl2
abc   :   6.710181   8.455732  28.779838
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.605842  0.946726  0.215854
  1  B     0.894158  0.446726  0.215854
  2  B     0.105842  0.553274  0.228201
  3  B     0.394158  0.053274  0.228201
  4  Cl    0.787491  0.45053   0.160573
  5  Cl    0.712509  0.95053   0.160573
  6  Cl    0.279518  0.167726  0.184993
  7  Cl    0.220482  0.667726  0.184993
  8  Cl    0.779518  0.332274  0.259062
  9  Cl    0.720482  0.832274  0.259062
 10  Cl    0.212509  0.54947   0.283483
 11  Cl    0.287491  0.04947   0.283483",JVASP-6898,,,,,mp-23316,,B4 Cl8
1.5197,1.5197,1.4706,154.1076429,"Full Formula (Ge3 Sb2 O9)
Reduced Formula: Ge3Sb2O9
abc   :   7.210958   7.210958  25.093035
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ge    0.21646   0.934464  0.898517  [0.0, 0.0, 0.0]
  1  Ge    0.718005  0.783539  0.898517  [0.0, 0.0, 0.0]
  2  Ge    0.065535  0.281994  0.898517  [0.0, 0.0, 0.0]
  3  Sb    0.333333  0.666666  0.995475  [0.0, 0.0, 0.0]
  4  Sb    0.333333  0.666666  0.801559  [0.0, 0.0, 0.0]
  5  O     0.335594  0.90648   0.957244  [0.0, 0.0, 0.0]
  6  O     0.335594  0.90648   0.83979   [0.0, 0.0, 0.0]
  7  O     0.93848   0.739408  0.898517  [0.0, 0.0, 0.0]
  8  O     0.260591  0.199071  0.898517  [0.0, 0.0, 0.0]
  9  O     0.570887  0.664405  0.957244  [0.0, 0.0, 0.0]
 10  O     0.093519  0.429112  0.957244  [0.0, 0.0, 0.0]
 11  O     0.093519  0.429112  0.83979   [0.0, 0.0, 0.0]
 12  O     0.570887  0.664405  0.83979   [0.0, 0.0, 0.0]
 13  O     0.800928  0.061519  0.898517  [0.0, 0.0, 0.0]",-1.458,"Full Formula (Ge3 Sb2 O9)
Reduced Formula: Ge3Sb2O9
abc   :   7.233773   7.233773  25.093035
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ge    0.214096  0.93226   0.898517
  1  Ge    0.718165  0.785903  0.898517
  2  Ge    0.067739  0.281834  0.898517
  3  Sb    0.333333  0.666666  0.995584
  4  Sb    0.333333  0.666666  0.80145
  5  O     0.332104  0.903817  0.957287
  6  O     0.332104  0.903817  0.839747
  7  O     0.936556  0.739442  0.898517
  8  O     0.260557  0.197113  0.898517
  9  O     0.571714  0.667895  0.957287
 10  O     0.096182  0.428285  0.957287
 11  O     0.096182  0.428285  0.839747
 12  O     0.571714  0.667895  0.839747
 13  O     0.802886  0.063443  0.898517",JVASP-60241,4.83,1.4083,1.4087,1.352,mp-17708,3.9863,Ge3 Sb2 O9
